UNIPROT	REACTION_STID	REACTION_DISPLAY_NAME	PATHWAY_STID	PATHWAY_DISPLAY_NAME
O43516	R-HSA-2197691	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-168249	Innate Immune System
O43516	R-HSA-2197691	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-168256	Immune System
O43516	R-HSA-2197691	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-162582	Signal Transduction
O43516	R-HSA-2197691	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-194315	Signaling by Rho GTPases
O43516	R-HSA-2197691	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-195258	RHO GTPase Effectors
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-168249	Innate Immune System
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-168256	Immune System
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-162582	Signal Transduction
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-194315	Signaling by Rho GTPases
O43516	R-HSA-2029466	Attachment of preexisting mother filament and initiation of branching	R-HSA-195258	RHO GTPase Effectors
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-168249	Innate Immune System
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-168256	Immune System
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-162582	Signal Transduction
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-194315	Signaling by Rho GTPases
O43516	R-HSA-2197690	Detachment of WASP/WAVE	R-HSA-195258	RHO GTPase Effectors
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-168249	Innate Immune System
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-168256	Immune System
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-162582	Signal Transduction
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-194315	Signaling by Rho GTPases
O43516	R-HSA-442592	WASPs or WAVEs activate the ARP2/3 complex	R-HSA-195258	RHO GTPase Effectors
O43561	R-HSA-202248	Phosphorylation of PLC-gamma1	R-HSA-202403	TCR signaling
O43561	R-HSA-202248	Phosphorylation of PLC-gamma1	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202248	Phosphorylation of PLC-gamma1	R-HSA-168256	Immune System
O43561	R-HSA-202248	Phosphorylation of PLC-gamma1	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202375	Recruitment of ITK to SLP-76	R-HSA-202403	TCR signaling
O43561	R-HSA-202375	Recruitment of ITK to SLP-76	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202375	Recruitment of ITK to SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-202375	Recruitment of ITK to SLP-76	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202331	Recruitment of PLC-gamma1 to SLP-76	R-HSA-202403	TCR signaling
O43561	R-HSA-202331	Recruitment of PLC-gamma1 to SLP-76	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202331	Recruitment of PLC-gamma1 to SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-202331	Recruitment of PLC-gamma1 to SLP-76	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-213407	Disassociation of PLC-gamma1 from SLP-76	R-HSA-202403	TCR signaling
O43561	R-HSA-213407	Disassociation of PLC-gamma1 from SLP-76	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-213407	Disassociation of PLC-gamma1 from SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-213407	Disassociation of PLC-gamma1 from SLP-76	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202216	Phosphorylation of SLP-76	R-HSA-202403	TCR signaling
O43561	R-HSA-202216	Phosphorylation of SLP-76	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202216	Phosphorylation of SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-202216	Phosphorylation of SLP-76	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202241	Recruitment of SLP-76 to Gads	R-HSA-202403	TCR signaling
O43561	R-HSA-202241	Recruitment of SLP-76 to Gads	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202241	Recruitment of SLP-76 to Gads	R-HSA-168256	Immune System
O43561	R-HSA-202241	Recruitment of SLP-76 to Gads	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202325	Recruitment of Gads to LAT	R-HSA-202403	TCR signaling
O43561	R-HSA-202325	Recruitment of Gads to LAT	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202325	Recruitment of Gads to LAT	R-HSA-168256	Immune System
O43561	R-HSA-202325	Recruitment of Gads to LAT	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202212	Recruitment of PLC-gamma1 to LAT	R-HSA-202403	TCR signaling
O43561	R-HSA-202212	Recruitment of PLC-gamma1 to LAT	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202212	Recruitment of PLC-gamma1 to LAT	R-HSA-168256	Immune System
O43561	R-HSA-202212	Recruitment of PLC-gamma1 to LAT	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-213406	Disassociation of PLC-gamma1 from LAT	R-HSA-202403	TCR signaling
O43561	R-HSA-213406	Disassociation of PLC-gamma1 from LAT	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-213406	Disassociation of PLC-gamma1 from LAT	R-HSA-168256	Immune System
O43561	R-HSA-213406	Disassociation of PLC-gamma1 from LAT	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-202245	Phosphorylation of TBSMs in LAT	R-HSA-202403	TCR signaling
O43561	R-HSA-202245	Phosphorylation of TBSMs in LAT	R-HSA-202433	Generation of second messenger molecules
O43561	R-HSA-202245	Phosphorylation of TBSMs in LAT	R-HSA-168256	Immune System
O43561	R-HSA-202245	Phosphorylation of TBSMs in LAT	R-HSA-1280218	Adaptive Immune System
O43561	R-HSA-434836	Syk/Lck phosphorylate LAT	R-HSA-109582	Hemostasis
O43561	R-HSA-434836	Syk/Lck phosphorylate LAT	R-HSA-76002	Platelet activation, signaling and aggregation
O43561	R-HSA-434836	Syk/Lck phosphorylate LAT	R-HSA-114604	GPVI-mediated activation cascade
O43561	R-HSA-2730856	Autophosphorylation of PAK	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730856	Autophosphorylation of PAK	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730856	Autophosphorylation of PAK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730856	Autophosphorylation of PAK	R-HSA-168256	Immune System
O43561	R-HSA-2730889	Recruitment of PAK to the membrane by binding active RAC1	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730889	Recruitment of PAK to the membrane by binding active RAC1	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730889	Recruitment of PAK to the membrane by binding active RAC1	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730889	Recruitment of PAK to the membrane by binding active RAC1	R-HSA-168256	Immune System
O43561	R-HSA-2730840	Activation of RAC1 by VAV	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730840	Activation of RAC1 by VAV	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730840	Activation of RAC1 by VAV	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730840	Activation of RAC1 by VAV	R-HSA-168256	Immune System
O43561	R-HSA-2730841	Phosphorylation and activation of VAV	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730841	Phosphorylation and activation of VAV	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730841	Phosphorylation and activation of VAV	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730841	Phosphorylation and activation of VAV	R-HSA-168256	Immune System
O43561	R-HSA-2730892	Recruitment of VAV to p-SLP-76	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730892	Recruitment of VAV to p-SLP-76	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730892	Recruitment of VAV to p-SLP-76	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730892	Recruitment of VAV to p-SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-2730885	Recruitment of TEC kinases to p-SLP-76	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O43561	R-HSA-2730885	Recruitment of TEC kinases to p-SLP-76	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730885	Recruitment of TEC kinases to p-SLP-76	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730885	Recruitment of TEC kinases to p-SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-2730851	Phosphorylation of SLP-76 by p-SYK	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2730851	Phosphorylation of SLP-76 by p-SYK	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730851	Phosphorylation of SLP-76 by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730851	Phosphorylation of SLP-76 by p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2424476	Activation of RAC1 by VAV2/3	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424476	Activation of RAC1 by VAV2/3	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424476	Activation of RAC1 by VAV2/3	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424476	Activation of RAC1 by VAV2/3	R-HSA-168256	Immune System
O43561	R-HSA-2424486	Phosphorylation and activation of VAV2/VAV3 by SYK	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424486	Phosphorylation and activation of VAV2/VAV3 by SYK	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424486	Phosphorylation and activation of VAV2/VAV3 by SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424486	Phosphorylation and activation of VAV2/VAV3 by SYK	R-HSA-168256	Immune System
O43561	R-HSA-2424481	Recruitment of VAV and BTK to p-SLP-76	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424481	Recruitment of VAV and BTK to p-SLP-76	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424481	Recruitment of VAV and BTK to p-SLP-76	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424481	Recruitment of VAV and BTK to p-SLP-76	R-HSA-168256	Immune System
O43561	R-HSA-2424484	Phosphorylation of BTK by p-SYK	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424484	Phosphorylation of BTK by p-SYK	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424484	Phosphorylation of BTK by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424484	Phosphorylation of BTK by p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2396594	Phosphorylation of SLP-76 by p-SYK	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2396594	Phosphorylation of SLP-76 by p-SYK	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2396594	Phosphorylation of SLP-76 by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2396594	Phosphorylation of SLP-76 by p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2424487	Phosphorylation of PLC-gamma by p-BTK/p-SYK	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424487	Phosphorylation of PLC-gamma by p-BTK/p-SYK	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424487	Phosphorylation of PLC-gamma by p-BTK/p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424487	Phosphorylation of PLC-gamma by p-BTK/p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2730888	Phosphorylation of PLC-gamma	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O43561	R-HSA-2730888	Phosphorylation of PLC-gamma	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730888	Phosphorylation of PLC-gamma	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730888	Phosphorylation of PLC-gamma	R-HSA-168256	Immune System
O43561	R-HSA-2730858	Autophosphorylation of BTK/ITK	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O43561	R-HSA-2730858	Autophosphorylation of BTK/ITK	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730858	Autophosphorylation of BTK/ITK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730858	Autophosphorylation of BTK/ITK	R-HSA-168256	Immune System
O43561	R-HSA-2730833	Phosphorylation of TEC kinases by p-SYK	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O43561	R-HSA-2730833	Phosphorylation of TEC kinases by p-SYK	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730833	Phosphorylation of TEC kinases by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730833	Phosphorylation of TEC kinases by p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-168249	Innate Immune System
O43561	R-HSA-2396606	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-168256	Immune System
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-168249	Innate Immune System
O43561	R-HSA-2396561	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-168256	Immune System
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-168249	Innate Immune System
O43561	R-HSA-2396599	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-168256	Immune System
O43561	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5673001	RAF/MAP kinase cascade
O43561	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5684996	MAPK1/MAPK3 signaling
O43561	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-162582	Signal Transduction
O43561	R-HSA-5672965	RAS GEFs promote RAS nucleotide exchange	R-HSA-5683057	MAPK family signaling cascades
O43561	R-HSA-2730847	Hydrolysis of PIP2 by PLCG	R-HSA-2871809	FCERI mediated Ca+2 mobilization
O43561	R-HSA-2730847	Hydrolysis of PIP2 by PLCG	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730847	Hydrolysis of PIP2 by PLCG	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730847	Hydrolysis of PIP2 by PLCG	R-HSA-168256	Immune System
O43561	R-HSA-2424485	Release of p-PLCG1	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424485	Release of p-PLCG1	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424485	Release of p-PLCG1	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424485	Release of p-PLCG1	R-HSA-168256	Immune System
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-2871796	FCERI mediated MAPK activation
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-168249	Innate Immune System
O43561	R-HSA-2424477	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-168256	Immune System
O43561	R-HSA-2395801	Phosphorylation of LAT by p-SYK	R-HSA-2424491	DAP12 signaling
O43561	R-HSA-2395801	Phosphorylation of LAT by p-SYK	R-HSA-2172127	DAP12 interactions
O43561	R-HSA-2395801	Phosphorylation of LAT by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2395801	Phosphorylation of LAT by p-SYK	R-HSA-168256	Immune System
O43561	R-HSA-2730843	Phosphorylation of LAT by p-SYK	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling
O43561	R-HSA-2730843	Phosphorylation of LAT by p-SYK	R-HSA-168249	Innate Immune System
O43561	R-HSA-2730843	Phosphorylation of LAT by p-SYK	R-HSA-168256	Immune System
O43768	R-HSA-2430535	MASTL phosphorylates ENSA	R-HSA-1640170	Cell Cycle
O43768	R-HSA-2430535	MASTL phosphorylates ENSA	R-HSA-2465910	MASTL Facilitates Mitotic Progression
O43768	R-HSA-2430535	MASTL phosphorylates ENSA	R-HSA-68875	Mitotic Prophase
O43768	R-HSA-2430535	MASTL phosphorylates ENSA	R-HSA-68886	M Phase
O43768	R-HSA-2430535	MASTL phosphorylates ENSA	R-HSA-69278	Cell Cycle, Mitotic
O43768	R-HSA-2430552	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-1640170	Cell Cycle
O43768	R-HSA-2430552	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-2465910	MASTL Facilitates Mitotic Progression
O43768	R-HSA-2430552	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-68875	Mitotic Prophase
O43768	R-HSA-2430552	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-68886	M Phase
O43768	R-HSA-2430552	p-S62-ARPP19/p-S67-ENSA binds PP2A-PPP2R2D	R-HSA-69278	Cell Cycle, Mitotic
O60749	R-HSA-421836	trans-Golgi Network Derived Vesicle Uncoating	R-HSA-5653656	Vesicle-mediated transport
O60749	R-HSA-421836	trans-Golgi Network Derived Vesicle Uncoating	R-HSA-199991	Membrane Trafficking
O60749	R-HSA-421836	trans-Golgi Network Derived Vesicle Uncoating	R-HSA-199992	trans-Golgi Network Vesicle Budding
O60749	R-HSA-421836	trans-Golgi Network Derived Vesicle Uncoating	R-HSA-421837	Clathrin derived vesicle budding
O60749	R-HSA-421836	trans-Golgi Network Derived Vesicle Uncoating	R-HSA-432722	Golgi Associated Vesicle Biogenesis
O60749	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-5653656	Vesicle-mediated transport
O60749	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-199991	Membrane Trafficking
O60749	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-199992	trans-Golgi Network Vesicle Budding
O60749	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-421837	Clathrin derived vesicle budding
O60749	R-HSA-421835	trans-Golgi Network Vesicle Scission	R-HSA-432722	Golgi Associated Vesicle Biogenesis
O60749	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-5653656	Vesicle-mediated transport
O60749	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-199991	Membrane Trafficking
O60749	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-199992	trans-Golgi Network Vesicle Budding
O60749	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-421837	Clathrin derived vesicle budding
O60749	R-HSA-421831	trans-Golgi Network Coat Assembly	R-HSA-432722	Golgi Associated Vesicle Biogenesis
O60749	R-HSA-421833	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	R-HSA-5653656	Vesicle-mediated transport
O60749	R-HSA-421833	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	R-HSA-199991	Membrane Trafficking
O60749	R-HSA-421833	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	R-HSA-199992	trans-Golgi Network Vesicle Budding
O60749	R-HSA-421833	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	R-HSA-421837	Clathrin derived vesicle budding
O60749	R-HSA-421833	Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture	R-HSA-432722	Golgi Associated Vesicle Biogenesis
